OBJECTID,UWI,POZO,WELL_STA,DEPARTAMENTO,CUENCA,FORMACION,LONGITUD,LATITUD,COORDENADA__X,COORDENADA_Y,ELEVACION__msnm_,POTENCIAL_AGUA_PROM__Bbl_,WHP__Psi_,WHT___F_,BHT___C_,TEMPERATURA_AMBIENTE___C_,F17,WHP___bar_,T____C_,Estatus,X,rho___kg_m3_,Potencial_Agua_promd__kg_s_,h_T__kJ_kg_,s_T___kJ_kg_K_,Tamb____C_,h_Tamb__kJ_kg_,s_Tamb__kJ_kg_K_,W_exergía__kW_,T__out____C_,h_Tout__kJ_kg_,nth_____,W_nth__kW_
1383,TIBU0292,TIBU-292,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.646394,8.589567,1157933.10062,1441609.39842,36.8808,,,,63.74286986,27.86221,, ,63.74286986,,Liquid,981.19530459,0.0,266.85104248,0.87805746,27.86221,116.79685869,0.40717123,0.0,70.0,293.06519282,3.63335833,0.0
1384,RZUL0001,RIO ZULIA-1,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.452225,8.224717,1179483.1174,1401326.90889,149.0472,,,,63.66468355,27.39216,, ,63.66468355,,Liquid,981.23717526,0.0,266.52361933,0.87708571,27.39216,114.83164124,0.40063777,0.0,70.0,293.06519282,3.62604791,0.0
1385,RZUL0005,RIO ZULIA-5,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.454661,8.193133,1179228.75331,1397831.39054,106.68,,,,63.45748399,27.43087,, ,63.45748399,,Liquid,981.34796724,0.0,265.65593891,0.87450944,27.43087,114.99348509,0.40117621,0.0,70.0,293.06519282,3.60667475,0.0
1386,TIBU0340,TIBU-340,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,BARCO,-72.683775,8.635081,1153798.51514,1446629.50258,61.2648,0.44258065,,,63.27821526,27.81797,, ,63.27821526,,Liquid,981.44362666,0.00079928,264.90524104,0.87227923,27.81797,116.61189971,0.40655676,0.00655062,70.0,293.06519282,3.58991313,0.0
1387,TIBU0284,TIBU-284,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.741875,8.759156,1147353.15958,1460332.98299,36.8808,,,,63.1774208,27.80691,, ,63.1774208,,Liquid,981.49733086,0.0,264.48316586,0.87102479,27.80691,116.56565988,0.40640313,0.0,70.0,293.06519282,3.58048884,0.0
1388,TIBU0309,TIBU-309,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.669939,8.585289,1155342.21212,1441126.51683,37.1856,,,,63.17001259,27.86774,, ,63.17001259,,Liquid,981.50127573,0.0,264.45214434,0.87093257,27.86774,116.81997852,0.40724803,0.0,70.0,293.06519282,3.57979618,0.0
1389,TIBU0200,TIBU-200,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.727483,8.712911,1148955.51575,1455222.58358,46.3296,,,,62.84792447,27.77373,, ,62.84792447,,Liquid,981.67248373,0.0,263.10344152,0.86692149,27.77373,116.42694019,0.4059422,0.0,70.0,293.06519282,3.54968094,0.0
1390,RORO0017K,RIO DE ORO-17K,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.881714,9.133256,1131827.76507,1501666.12165,35.3568,,,,62.81717488,27.86221,, ,62.81717488,,Liquid,981.68879778,0.0,262.9746843,0.86653836,27.86221,116.79685869,0.40717123,0.0,70.0,293.06519282,3.54680585,0.0
1391,RZUL0019,RIO ZULIA-19,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,MIRADOR,-72.447939,8.214308,1179960.26596,1400177.23052,130.7592,3576.25796774,,,62.48050042,27.26497,, ,62.48050042,,Liquid,981.86706352,6.46134537,261.56496457,0.86234129,27.26497,114.29986547,0.39886809,52.33904697,70.0,293.06519282,3.51532679,0.0
1392,TIBU0195,TIBU-195,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.734103,8.744769,1148214.28571,1458744.48225,44.8056,,,,62.39156652,27.78479,, ,62.39156652,,Liquid,981.91404428,0.0,261.19259097,0.86123195,27.78479,116.47318012,0.40609584,0.0,70.0,293.06519282,3.50701147,0.0
1393,TIBU0170,TIBU-170,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.733556,8.765067,1148266.4758,1460990.20175,38.7096,,,,62.00184264,27.80138,, ,62.00184264,,Liquid,982.11938431,0.0,259.56083139,0.85636725,27.80138,116.54253996,0.40632631,0.0,70.0,293.06519282,3.47057229,0.0
1394,TIBU0377,TIBU-377,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,BARCO,-72.670475,8.605408,1155274.98761,1443352.1619,37.4904,34.64333333,,,61.75511475,27.87327,, ,61.75511475,,Liquid,982.24892801,0.06261562,258.52782962,0.85328467,27.87327,116.84309835,0.40732483,0.47007651,70.0,293.06519282,3.44750323,0.0
1395,TIBU0149,TIBU-149,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.726894,8.743894,1149008.04542,1458650.52378,51.5112,,,,61.60343786,27.75714,, ,61.60343786,,Liquid,982.32839045,0.0,257.89280275,0.85138855,27.75714,116.35758023,0.40571171,0.0,70.0,293.06519282,3.43332144,0.0
1396,CYUC0006,CAMPO YUCA-6,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.74125,8.638244,1147469.25933,1446956.81716,41.4528,,,,61.48508751,27.79032,, ,61.48508751,,Liquid,982.39030063,0.0,257.39731218,0.84990848,27.79032,116.49630008,0.40617267,0.0,70.0,293.06519282,3.42225568,0.0
1397,TIBU0150,TIBU-150,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.751239,8.72295,1146336.6718,1456323.9075,56.0832,,,,61.4650609,27.72949,, ,61.4650609,,Liquid,982.40076869,0.0,257.31346862,0.84965798,27.72949,116.24198013,0.40532754,0.0,70.0,293.06519282,3.42038319,0.0
1398,TIBU0047,TIBU-47,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.683961,8.7139,1153745.95332,1455349.41046,45.72,,,,61.46202594,27.75714,, ,61.46202594,,Liquid,982.40235489,0.0,257.30076244,0.84962001,27.75714,116.35758023,0.40571171,0.0,70.0,293.06519282,3.42009943,0.0
1399,TIBU0329,TIBU-329,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.659672,8.597647,1156467.68336,1442497.92602,35.052,,,,61.35169179,27.84009,, ,61.35169179,,Liquid,982.45998364,0.0,256.83884017,0.84823964,27.84009,116.70437927,0.406864,0.0,70.0,293.06519282,3.40978318,0.0
1400,RZUL0029,RIO ZULIA-29,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,CARBONERA,-72.444573,8.207908,1179946.5,1399782.5,436.0,1098.02,3200,142,,,,"220,63183442",61.11111111,,Subcooled liquid,991.99705628,2.00429692,274.24067469,0.83351232,25.0,104.82922231,0.36722497,61.04651422,70.0,293.06519282,3.38728889,0.0
1401,RZUL0021,RIO ZULIA-21,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,MIRADOR,-72.452292,8.219058,1179478.31067,1400700.82544,137.7696,448.29583871,,,60.86919228,27.511152,, ,60.86919228,,Liquid,982.7111656,0.81064745,254.81888843,0.84219801,27.511152,115.3291372,0.40229268,5.91229021,70.0,293.06519282,3.36466948,0.0
1402,TIBU0285,TIBU-285,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.693936,8.622614,1152684.7724,1445246.20796,42.9768,,,,60.24200886,27.81797,, ,60.24200886,,Liquid,983.0356335,0.0,252.19339263,0.83433211,27.81797,116.61189971,0.40655676,0.0,70.0,293.06519282,3.30602783,0.0
1403,OORU0004,ORU-4,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.778389,8.656644,1143373.39911,1448978.21249,95.009208,,,,60.1824035,27.65207,, ,60.1824035,,Liquid,983.06634971,0.0,251.94388412,0.83358382,27.65207,115.91829868,0.40425167,0.0,70.0,293.06519282,3.30045473,0.0
1404,TIBU0213,TIBU-213,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,BARCO,-72.733597,8.696428,1148289.00675,1453396.62621,54.864,670.68096774,,,60.08272584,27.69631,, ,60.08272584,,Liquid,983.11766954,1.21328523,251.52663636,0.83233217,27.69631,116.10325972,0.40486649,8.35471147,70.0,293.06519282,3.29113487,0.0
1405,RZUL0021,RIO ZULIA-21,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,MIRADOR,-72.441084,8.216521,1180327.125,1400737.125,452.0,727.12,3300,140,60.86919228,27.27603,,"227,52657924",60.0,,Subcooled liquid,992.85352065,1.32841171,270.21706562,0.81937307,27.27603,114.34610703,0.39902201,39.38689158,70.0,293.06519282,3.2834,0.0
1406,TIBU0085,TIBU-85,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.738858,8.732683,1147695.61926,1457405.52499,44.8056,,,,59.77392816,27.7682,, ,59.77392816,,Liquid,983.27628492,0.0,250.23404748,0.8284523,27.7682,116.40382021,0.40586537,0.0,70.0,293.06519282,3.26226228,0.0
1407,TIBU0307,TIBU-307,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.662653,8.577225,1156147.83128,1440237.34186,36.576,,,,59.64740236,27.86774,, ,59.64740236,,Liquid,983.34111297,0.0,249.70443882,0.82686157,27.86774,116.81997852,0.40724803,0.0,70.0,293.06519282,3.25043212,0.0
1408,TIBU0103,TIBU-103,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,BARCO,-72.677642,8.666569,1154460.96721,1450115.66871,49.6824,977.70032258,,,59.63997582,27.8235,, ,59.63997582,,Liquid,983.34491517,1.76910276,249.67335321,0.82676818,27.8235,116.63501961,0.40663357,11.7680159,70.0,293.06519282,3.24973774,0.0
1409,TIBU0120,TIBU-120,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.722717,8.728242,1149474.11318,1456920.5039,42.9768,,,,59.13070788,27.84009,, ,59.13070788,,Liquid,983.60486815,0.0,247.54174702,0.82035942,27.84009,116.70437927,0.406864,0.0,70.0,293.06519282,3.20212119,0.0
1410,RZUL0005,RIO ZULIA-5,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,MIRADOR,-72.454661,8.193133,1179228.75331,1397831.39054,106.68,3478.36022581,,,58.88935991,27.43087,, ,58.88935991,,Liquid,983.72752513,6.29637818,246.53159495,0.81731892,27.43087,114.99348509,0.40117621,41.02716517,70.0,293.06519282,3.17955515,0.0
1411,RZUL0031,RIO ZULIA-31,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,MIRADOR,-72.438143,8.22238,1180648.75,1401386.625,441.0,191.62,3300,138,,,,"227,52657924",58.88888889,,Subcooled liquid,993.41654936,0.35027864,265.61990717,0.80555094,25.0,104.82922231,0.36722497,10.567747,70.0,293.06519282,3.17951111,0.0
1412,OORU0001,ORU-1,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.777256,8.630853,1143507.92446,1446125.3615,93.5736,,,,58.37361245,27.69078,, ,58.37361245,,Liquid,983.98847255,0.0,244.37304172,0.81081435,27.69078,116.08013962,0.40478964,0.0,70.0,293.06519282,3.13133276,0.0
1413,SARD0010,SARDINATA-10,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.667144,8.4377,1155709.5778,1424799.54561,65.532,,,,58.37260514,27.72949,, ,58.37260514,,Liquid,983.98898065,0.0,244.36882595,0.81080164,27.72949,116.24198013,0.40532754,0.0,70.0,293.06519282,3.13123858,0.0
1414,CYUC0002,CAMPO YUCA-2,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.761819,8.621203,1145211.12575,1445063.63245,65.532,,,,58.36950807,27.81244,, ,58.36950807,,Liquid,983.99054282,0.0,244.35586417,0.81076255,27.81244,116.5887798,0.40647994,0.0,70.0,293.06519282,3.130949,0.0
1415,TIBU0175,TIBU-175,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,BARCO,-72.653331,8.612444,1157159.87719,1444137.58739,34.4424,0.27451613,,,58.31715996,27.86221,, ,58.31715996,,Liquid,984.01693869,0.00049706,244.13677872,0.81010178,27.86221,116.79685869,0.40717123,0.00303872,70.0,293.06519282,3.12605446,0.0
1416,TIBU0090,TIBU-90,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.670139,8.642142,1155296.98855,1447416.21705,37.7952,,,,57.73713208,27.85668,, ,57.73713208,,Liquid,984.30830994,0.0,241.70934622,0.80277359,27.85668,116.77373885,0.40709442,0.0,70.0,293.06519282,3.07182185,0.0
1417,TIBU0138,TIBU-138,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.666942,8.622081,1155657.22403,1445198.10175,35.052,,,,57.08294471,27.8788,, ,57.08294471,,Liquid,984.63450171,0.0,238.97172649,0.7944935,27.8788,116.86621817,0.40740163,0.0,70.0,293.06519282,3.01065533,0.0
1418,TIBU0196,TIBU-196,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.739917,8.743764,1147574.76075,1458630.96104,39.3192,,,,56.71285425,27.83456,, ,56.71285425,,Liquid,984.81788834,0.0,237.42306458,0.78980219,27.83456,116.68125939,0.40678719,0.0,70.0,293.06519282,2.97605187,0.0
1419,SARD0015,SARDINATA-15,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.668528,8.444314,1155554.53539,1425530.70225,59.7408,,,,56.69947148,27.77373,, ,56.69947148,,Liquid,984.82450415,0.0,237.36706476,0.78963245,27.77373,116.42694019,0.4059422,0.0,70.0,293.06519282,2.97480058,0.0
1420,TIBU0242,TIBU-242,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.685439,8.67075,1153600.85402,1450575.01846,46.0248,,,,56.34586977,27.80138,, ,56.34586977,,Liquid,984.99891258,0.0,235.88745541,0.78514521,27.80138,116.54253996,0.40632631,0.0,70.0,293.06519282,2.94173882,0.0
1421,TIBU0129,TIBU-129,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,BARCO,-72.675906,8.656569,1154656.18604,1449010.04728,46.0248,73.61,,,56.11547012,27.79032,, ,56.11547012,,Liquid,985.11214263,0.1334332,234.92339944,0.7822189,27.79032,116.49630008,0.40617267,0.70933524,70.0,293.06519282,2.92019646,0.0
1422,TIBU0244,TIBU-244,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.668906,8.661581,1155424.80098,1449567.3037,46.3296,,,,54.88744355,27.84562,, ,54.88744355,,Liquid,985.71015291,0.0,229.78535121,0.76658808,27.84562,116.72749914,0.40694081,0.0,70.0,293.06519282,2.80537597,0.0
1423,TIBU0171,TIBU-171,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.669767,8.617458,1155348.06193,1444685.5739,46.9392,,,,54.82048048,27.84009,, ,54.82048048,,Liquid,985.74249389,0.0,229.50519535,0.76573411,27.84009,116.70437927,0.406864,0.0,70.0,293.06519282,2.79911492,0.0
1424,RORO0051,RIO DE ORO-51,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.885036,9.115219,1131469.11156,1499669.62687,93.2688,,,,54.59288147,26.994,, ,54.59288147,,Liquid,985.85220856,0.0,228.55299383,0.76283031,26.994,113.1669355,0.39509537,0.0,70.0,293.06519282,2.77783442,0.0
1425,OORU0002,ORU-2,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.785383,8.642319,1142608.76671,1447390.8399,84.539328,,,,53.58600052,27.59124,, ,53.58600052,,Liquid,986.33369904,0.0,224.34075763,0.74996054,27.59124,115.66397635,0.40340615,0.0,70.0,293.06519282,2.68369105,0.0
1426,CUCT0001,CUCUTA-1,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.468733,7.877242,1177814.96789,1362875.00824,324.9168,,,,52.12716039,26.23639,, ,52.12716039,,Liquid,987.01998098,0.0,218.23841785,0.73124519,26.23639,109.99923086,0.3845286,0.0,70.0,293.06519282,2.5472895,0.0
1427,RZUL0006,RIO ZULIA-6,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,CARBONERA,-72.444211,8.205255,1179992.375,1399485.875,375.0,1.33,3200,125,,,,"220,63183442",51.66666667,,Subcooled liquid,996.62674044,0.00243908,235.16752678,0.7149354,25.0,104.82922231,0.36722497,0.0651736,70.0,293.06519282,2.50423333,0.0
1428,ALMS0001,ALMENDRO-1,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.611031,7.831394,1162134.6482,1357744.96897,526.9992,,,,50.44066852,25.06956,, ,50.44066852,,Liquid,987.79638265,0.0,211.18470024,0.70950693,25.06956,105.12010556,0.36820044,0.0,70.0,293.06519282,2.38960251,0.0
1429,BRUB0001,BRUBUCANINA-1,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-73.013923,9.151944,4998470.9519,2569295.5327,375.0,,,,48.80626147,27.45852,, ,48.80626147,,Liquid,988.53112001,0.0,204.34966562,0.68833403,27.45852,115.10908756,0.40156077,0.0,70.0,293.06519282,2.23678545,0.0
1430,PETR0105,PETROLEA-105,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.570556,8.3625,1166381.98537,1416519.54397,107.5944,,,,48.68021328,27.46405,, ,48.68021328,,Liquid,988.58705138,0.0,203.82256848,0.68669677,27.46405,115.13220803,0.40163768,0.0,70.0,293.06519282,2.22499994,0.0
1431,RZUL0033,RIO ZULIA-33,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,CARBONERA,-72.448967,8.20135,1179465.0,1399055.0,330.0,59.91,3200,118,,,,"220,63183442",47.77777778,,Subcooled liquid,998.38737434,0.11006261,219.09213426,0.66514611,25.0,104.82922231,0.36722497,2.80466093,70.0,293.06519282,2.14062222,0.0
1432,PETR0112,PETROLEA-112,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.563219,8.525894,1167119.99173,1434600.10395,60.96,,,,46.65015626,27.69631,, ,46.65015626,,Liquid,989.47317403,0.0,195.33404148,0.66024099,27.69631,116.10325972,0.40486649,0.0,70.0,293.06519282,2.03518961,0.0
1433,RZUL0003,RIO ZULIA-3,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,CARBONERA,-72.449475,8.198166,1179410.375,1398702.5,334.0,9.71,3100,115,,,,"213,73708959",46.11111111,,Subcooled liquid,998.82695355,0.01784641,211.60993147,0.64392804,25.0,104.82922231,0.36722497,0.43408172,70.0,293.06519282,1.98478889,0.0
1434,RZUL0032GL,RIO ZULIA-32 GL,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,CARBONERA,-72.454827,8.206055,1178821.75,1399569.625,323.0,127.45,3250,114,,,,"224,07920683",45.55555556,,Subcooled liquid,999.49683698,0.23440274,210.2074793,0.63628648,25.0,104.82922231,0.36722497,5.90646313,70.0,293.06519282,1.93284444,0.0
1435,ZULI0001E,ZULIA-1 EAST,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.439292,8.20265,1180918.74896,1398891.22501,114.0,,,,45.02060205,27.64654,, ,45.02060205,,Liquid,990.16417055,0.0,188.5209144,0.63888484,27.64654,115.89517851,0.40417482,0.0,70.0,293.06519282,1.88282629,0.0
1436,RZUL0028,RIO ZULIA-28,PRODUCTOR,NORTE DE SANTANDER,CATATUMBO,CARBONERA,-72.446642,8.203571,1179720.375,1399301.75,292.0,2.63,3100,110,70.45820019,27.28156,,"213,73708959",43.33333333,,Subcooled liquid,1000.0005603,0.00483947,200.13045018,0.60781431,27.28156,114.3692278,0.39909896,0.11173287,70.0,293.06519282,1.72506667,0.0
1437,RORO0047,RIO DE ORO-47,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.884736,9.111831,1131503.3365,1499294.84485,186.0,,,,42.85157607,27.73502,, ,42.85157607,,Liquid,991.05517301,0.0,179.45312285,0.61029073,27.73502,116.26510016,0.40540438,0.0,70.0,293.06519282,1.68002236,0.0
1438,SAPA0001,SAPAIDANA-1,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.98031,9.164083,5002162.3882,2570637.0444,375.0,,,,41.49171041,27.38663,, ,41.49171041,,Liquid,991.59665834,0.0,173.76850716,0.5922646,27.38663,114.80852066,0.40056084,0.0,70.0,293.06519282,1.55287492,0.0
1439,TIBU0469C,TIBU-469C,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.756808,8.741928,1145716.26323,1458421.25955,78.0288,,,,41.47137933,27.69078,, ,41.47137933,,Liquid,991.60465224,0.0,173.68351965,0.59199451,27.69078,116.08013962,0.40478964,0.0,70.0,293.06519282,1.55097397,0.0
1440,RORO0048,RIO DE ORO-48,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.8895,9.102708,1130982.8621,1498283.95006,137.4648,,,,40.84482015,27.39216,, ,40.84482015,,Liquid,991.84952346,0.0,171.06441948,0.58366243,27.39216,114.83164124,0.40063777,0.0,70.0,293.06519282,1.49239068,0.0
1441,RORO0042,RIO DE ORO-42,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.892217,9.095125,1130686.90331,1497444.05716,100.8888,,,,40.35043189,27.29262,, ,40.35043189,,Liquid,992.04070129,0.0,168.99784582,0.57707634,27.29262,114.41546931,0.39925287,0.0,70.0,293.06519282,1.44616538,0.0
1442,RORO0045,RIO DE ORO-45,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.880483,9.117278,1131968.93731,1499898.99945,185.928,,,,39.21099973,27.15437,, ,39.21099973,,Liquid,992.47439445,0.0,164.23504881,0.56185778,27.15437,113.8374478,0.39732863,0.0,70.0,293.06519282,1.33962847,0.0
1443,RORO0038,RIO DE ORO-38,TAPONADO Y ABANDONADO,NORTE DE SANTANDER,CATATUMBO,,-72.90093,9.047149,5010883.3883,2557715.7151,600.0,,,,36.2924663,27.53594,, ,36.2924663,,Liquid,993.54025495,0.0,152.03607595,0.52262345,27.53594,115.43277331,0.40263734,0.0,70.0,293.06519282,1.0667456,0.0
1444,VOLC0002C,VOLCANERA C-2,PRODUCTOR,CASANARE,CORDILLERA ORIENTAL,MIRADOR,-72.507819,5.369689,1174381.61063,1085444.66277,695.2488,4.46,,,144.14115678,24.22347,, ,144.14115678,,Liquid,935.80130161,0.00767998,541.50730506,1.62255714,24.22347,103.17755636,0.36168183,0.48820089,70.0,293.06519282,11.15059816,0.21275673
1445,HOME0001,HOMERO-1,TAPONADO Y ABANDONADO,CASANARE,CORDILLERA ORIENTAL,,-72.780069,5.184096,1144239.3458,1064844.76927,760.0,,,,131.538378,23.33314,, ,131.538378,,Liquid,969.59693123,0.0,349.44993067,1.11624268,23.33314,94.1341554,0.33120034,0.0,70.0,293.06519282,9.97223834,0.0
1446,LIRI0011YZ,LIRIA YZ-11,PRODUCTOR,CASANARE,LLANOS ORIENTALES,MIRADOR,-72.545788,5.330053,1170182.65944,1081049.28532,629.1072,2.10967742,,,128.85687913,24.60504,, ,128.85687913,,Liquid,994.36791547,0.00386015,141.98901343,0.49003087,24.60504,98.57518769,0.34619697,0.00234747,70.0,293.06519282,9.7215182,0.0
1447,DELE0001B,DELE B-1,TAPONADO Y ABANDONADO,CASANARE,CORDILLERA ORIENTAL,,-72.521128,5.386328,1172901.28291,1087281.57834,931.4688,,,,126.5338679,22.92392,, ,126.5338679,,Liquid,994.15710082,0.0,144.60236363,0.49853307,22.92392,90.66417536,0.31944524,0.0,70.0,293.06519282,9.50431665,0.0
1448,NISC0000NS,NISCOTA E1,TAPONADO Y ABANDONADO,BOYACA,CORDILLERA ORIENTAL,,-72.305787,5.619621,1196701.99869,1113158.00198,689.4576,,,,124.33338726,23.676,, ,124.33338726,,Liquid,957.79433552,0.0,422.4192315,1.31591212,23.676,109.32866992,0.38228832,0.0,70.0,293.06519282,9.29857171,0.0
1449,LIRI0010YZ,LIRIA YZ-10,PRODUCTOR,CASANARE,LLANOS ORIENTALES,MIRADOR,-72.545974,5.32997,1170162.00236,1081039.9967,629.1072,791.87225806,,,122.78024162,24.56633,, ,122.78024162,,Liquid,980.5395134,1.4287678,271.94474636,0.89314587,24.56633,94.66618507,0.33299975,15.14199148,70.0,293.06519282,9.15335259,0.0
1450,9371,CUPIAGUA XH-38,TAPONADO Y ABANDONADO,CASANARE,CORDILLERA ORIENTAL,,-72.652453,5.205978,1158386.81966,1067295.791,542.8488,,,,120.12153204,25.04191,, ,120.12153204,,Liquid,994.15710082,0.0,144.60236363,0.49853307,25.04191,90.66417536,0.31944524,0.0,70.0,293.06519282,8.90476325,0.0
1451,APIC0001,APICALA-1,TAPONADO Y ABANDONADO,TOLIMA,CORDILLERA ORIENTAL,,-74.701611,4.105473,931076.741465,945446.385449,261.5184,,,,117.33923665,23.42162,, ,117.33923665,,Liquid,945.23541698,0.0,492.51505807,1.49912057,23.42162,98.22825257,0.34502736,0.0,70.0,293.06519282,8.64461863,0.0
1452,CUPI0026S,CUPIAGUA S-26,PRODUCTOR,CASANARE,LLANOS ORIENTALES,BARCO,-72.599533,5.242644,1164246.20661,1071365.42454,511.7592,30.49580645,,,109.35550013,25.26864,, ,109.35550013,,Liquid,943.00865375,0.05291725,504.32796534,1.52921906,25.26864,105.00448012,0.36781272,2.79997819,70.0,293.06519282,7.89813926,0.88296805
1453,CUPI0026S,CUPIAGUA S-26,PRODUCTOR,CASANARE,LLANOS ORIENTALES,CUERVOS,-72.599533,5.242644,1164246.20661,1071365.42454,511.7592,60.99225806,,,109.35550013,25.26864,, ,109.35550013,,Liquid,937.74985761,0.10524541,531.60590774,1.59790307,25.26864,96.14657009,0.3380026,6.2800497,70.0,293.06519282,7.89813926,1.98285268
1454,CUPI0026S,CUPIAGUA S-26,PRODUCTOR,CASANARE,LLANOS ORIENTALES,GUADALUPE,-72.599533,5.242644,1164246.20661,1071365.42454,511.7592,2.77290323,,,109.35550013,25.26864,, ,109.35550013,,Liquid,971.12712408,0.0049551,339.30572278,1.08771241,25.26864,100.42545272,0.35242916,0.09696301,70.0,293.06519282,7.89813926,0.01809672
1455,CUPI0026S,CUPIAGUA S-26,PRODUCTOR,CASANARE,LLANOS ORIENTALES,MIRADOR,-72.599533,5.242644,1164246.20661,1071365.42454,511.7592,182.97709677,,,109.35550013,25.26864,, ,109.35550013,,Liquid,994.845115,0.33496053,135.92004938,0.47021923,25.26864,91.14999636,0.32109302,0.09726666,70.0,293.06519282,7.89813926,0.0
1456,SUAR0001,SUAREZ-1,TAPONADO Y ABANDONADO,TOLIMA,CORDILLERA ORIENTAL,,-74.819529,3.993422,4798067.255,1999496.4903,1280.0,,,,100.77107668,26.07602,, ,100.77107668,,Liquid,951.43840169,0.0,458.68807815,1.41171111,26.07602,105.9525997,0.37099092,0.0,70.0,293.06519282,7.09549567,0.0
1457,CUPI0006Q,CUPIAGUA Q-6,TAPONADO Y ABANDONADO,CASANARE,CORDILLERA ORIENTAL,,-72.630217,5.222592,1160848.62627,1069139.24046,541.6296,,,,95.01010932,25.10827,, ,95.01010932,,Liquid,961.87314434,0.0,398.13154996,1.25050768,25.10827,105.28198067,0.36874318,0.0,70.0,293.06519282,6.55684522,0.0
