OBJECTID,UWI,POZO,WELL_STA,DEPARTAMENTO,CUENCA,FORMACION,LONGITUD,LATITUD,COORDENADA__X,COORDENADA_Y,ELEVACION__msnm_,POTENCIAL_AGUA_PROM__Bbl_,WHP__Psi_,WHT___F_,BHT___C_,TEMPERATURA_AMBIENTE___C_,F17,WHP___bar_,T____C_,Estatus,X,rho___kg_m3_,Potencial_Agua_promd__kg_s_,h_T__kJ_kg_,s_T___kJ_kg_K_,Tamb____C_,h_Tamb__kJ_kg_,s_Tamb__kJ_kg_K_,W_exergía__kW_,T__out____C_,h_Tout__kJ_kg_,nth_____,W_nth__kW_
1215,CHGC0001,CHIGUACO-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.866672,0.321456,689760.717251,527034.629953,952.0,,,,115.55637179,26.4963,, ,115.55637179,,Liquid,984.98523755,0.0,236.00370121,0.78549793,26.4963,104.49572449,0.36610631,0.0,70.0,293.06519282,8.47792076,0.0
1216,ACAE0012,ACAE-12,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA,-76.910869,0.298083,684833.945305,524448.40463,286.512,214.29032258,,,113.95857238,26.29722,, ,113.95857238,,Liquid,967.98044668,0.38168981,359.97064382,1.14562722,26.29722,111.82588654,0.39062518,8.46387433,70.0,293.06519282,8.32852652,2.12686656
1217,LORO0008,LORO-8,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA CALIZA A,-76.904231,0.364644,685576.000395,531817.247157,308.7624,60.58612903,,,113.70385347,26.38017,, ,113.70385347,,Liquid,947.89597044,0.10567574,478.17902293,1.46229933,26.38017,110.25357921,0.38537803,4.80999654,70.0,293.06519282,8.3047103,1.62457087
1218,LORO0002A,LORO-2A,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.899839,0.393197,686066.51819,534978.185189,1032.0,,,,113.01186473,26.33593,, ,113.01186473,,Subcooled liquid,978.57457437,0.0,373.85091128,1.11931998,26.33593,104.82922231,0.36722497,0.0,70.0,293.06519282,8.24000935,0.0
1219,ACAE0008,ACAE-8,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA,-76.919417,0.302839,683881.403298,524975.153208,299.301408,2.91967742,,,112.16740309,26.47418,, ,112.16740309,,Liquid,990.34438784,0.00532062,186.71365702,0.6332015,26.47418,108.1493853,0.37834553,0.01192613,70.0,293.06519282,8.16105219,0.0
1220,LORO0009D,LORO-9D,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-76.898408,0.41155,686226.670777,537009.97449,342.9,190.57645161,,,111.23093048,26.2198,, ,111.23093048,,Liquid,960.96938425,0.33699248,403.58879026,1.26529307,26.2198,111.45593614,0.38939117,10.12516256,70.0,293.06519282,8.073492,3.00702227
1221,CENC0001,CENCELLA-1,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA ARENISCA N,-76.380567,0.756628,743947.065993,575179.593284,285.2928,0.7892,,,110.91334413,26.47418,, ,110.91334413,,Liquid,987.42276012,0.00143394,214.59983046,0.72004588,26.47418,108.98182448,0.38112907,0.00590953,70.0,293.06519282,8.04379768,0.0
1222,SMIG0003,SAN MIGUEL-3,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA,-76.928906,0.315928,682824.155429,526424.544501,306.9336,7.31,,,110.15140999,26.42441,, ,110.15140999,,Liquid,963.39614802,0.01295877,388.83086379,1.22518782,26.42441,111.38657015,0.38915975,0.35140394,70.0,293.06519282,7.97255683,0.09893984
1223,ACAE0011,ACAE-11,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-76.911964,0.287539,684711.658106,523281.049287,297.4848,526.16935484,,,109.2656398,26.46312,, ,109.2656398,,Liquid,952.68648556,0.92239509,451.70371537,1.39343309,26.46312,110.7622721,0.38707638,36.50352949,70.0,293.06519282,7.88973732,11.54484697
1224,SUSA0001,SUSAN-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.805547,0.530756,696581.41104,550202.618395,1063.0,,,,108.69908535,26.34146,, ,108.69908535,,Liquid,963.34441074,0.0,389.14902363,1.22605651,26.34146,111.03973882,0.38800245,0.0,70.0,293.06519282,7.83676448,0.0
1225,ACAE0010,ACAE-10,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA,-76.914853,0.305911,684390.184013,525315.148844,90.5256,70.86322581,,,108.04596566,26.41888,, ,108.04596566,,Liquid,975.8025406,0.12724018,307.03982856,0.99564633,26.41888,109.41589311,0.38257979,1.78902741,70.0,293.06519282,7.77569779,0.13826242
1226,SMIG0002,SAN MIGUEL-2,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.918606,0.3422,683973.024371,529332.882729,994.0,,,,107.70423348,26.41888,, ,107.70423348,,Liquid,989.23391853,0.0,197.65230793,0.66748288,26.41888,110.43855903,0.3859957,0.0,70.0,293.06519282,7.74374583,0.0
1227,PUTU0001,PUTUMAYO-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.654275,0.406217,713433.972138,536410.44207,928.0,,,,107.69494999,26.56819,, ,107.69494999,,Subcooled liquid,979.97190267,0.0,378.79317659,1.12188459,26.56819,104.82922231,0.36722497,0.0,70.0,293.06519282,7.74287782,0.0
1228,SETU0001,SETUKO-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.851086,0.496878,691504.560753,546454.405905,1054.0,,,,107.66219155,26.25298,, ,107.66219155,,Liquid,957.86253794,0.0,422.02007773,1.31484548,26.25298,110.66978286,0.38676764,0.0,70.0,293.06519282,7.73981491,0.0
1229,LIND0003,LINDA-3,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.473964,0.995237,733558.685474,601592.776176,928.0,,,,107.43589065,26.50736,, ,107.43589065,,Liquid,960.9371815,0.0,403.78241773,1.2658167,26.50736,105.2357307,0.36858812,0.0,70.0,293.06519282,7.71865578,0.0
1230,AZUL0002,AZUL GRANDE-2,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.599747,0.283453,719506.507473,522820.628437,891.0,,,,107.13094589,26.51842,, ,107.13094589,,Subcooled liquid,976.03261674,0.0,392.85643621,1.17010156,26.51842,104.82922231,0.36722497,0.0,70.0,293.06519282,7.69014344,0.0
1231,CAIM0005,CAIMAN-5,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.356776,0.674416,746592.875656,566080.30486,915.0,,,,106.64688428,26.56819,, ,106.64688428,,Liquid,965.05565804,0.0,378.53977334,1.1969915,26.56819,109.99923086,0.3845286,0.0,70.0,293.06519282,7.64488368,0.0
1232,TUCA0001,TUCAN-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.601119,0.96335,719389.639723,598073.978542,1183.0,,,,105.17868633,26.07049,, ,105.17868633,,Liquid,952.88816955,0.0,450.56907247,1.39045617,26.07049,111.1322274,0.3883111,0.0,70.0,293.06519282,7.50760717,0.0
1233,LUZO0001,LUZON-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.489497,0.351931,731793.01631,530396.721659,803.0,,,,104.61500559,26.70644,, ,104.61500559,,Subcooled liquid,993.48294177,0.0,279.52095063,0.83684039,26.70644,104.82922231,0.36722497,0.0,70.0,293.06519282,7.45490302,0.0
1234,QUIL0002,QUILILI-2,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.468564,0.554622,734132.771288,552828.427744,884.0,,,,103.39469461,26.61796,, ,103.39469461,,Liquid,955.8867672,0.0,433.49350501,1.34539717,26.61796,111.59466784,0.38985397,0.0,70.0,293.06519282,7.34080395,0.0
1235,LVEG0001,LA VEGA-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.425181,0.962467,738990.786773,597962.226383,900.0,,,,102.41779979,26.55713,, ,102.41779979,,Subcooled liquid,983.57367269,0.0,326.80133001,0.99591491,26.55713,104.82922231,0.36722497,0.0,70.0,293.06519282,7.24946428,0.0
1236,HORM0001X,HORMIGA-1X,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.890467,0.476169,687114.531656,544163.643814,1060.0,,,,101.49438789,26.28616,, ,101.49438789,,Liquid,962.73038041,0.0,392.91302209,1.23631987,26.28616,108.44999001,0.37935092,0.0,70.0,293.06519282,7.16312527,0.0
1237,HORM0004,HORMIGA-4,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.898789,0.485433,686187.401872,545189.631914,1071.0,,,,101.34951075,26.2751,, ,101.34951075,,Subcooled liquid,984.47769248,0.0,328.26391631,0.99407465,26.2751,104.82922231,0.36722497,0.0,70.0,293.06519282,7.14957926,0.0
1238,ACAE0005,ACAE-5,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-76.916756,0.310628,684178.237832,525837.400207,95.0976,2176.83258065,,,100.67647438,26.39676,, ,100.67647438,,Liquid,983.35158917,3.93890293,249.61878221,0.82660424,26.39676,112.17271272,0.39178173,28.60281842,70.0,293.06519282,7.08665035,0.0
1239,FLOI0001,FLORIDA-1,TAPONADO Y ABANDONADO,CAUCA,CAGUÁN PUTUMAYO,,-76.297275,1.063917,753246.77663,609179.063439,845.0,,,,98.89822582,26.6622,, ,98.89822582,,Liquid,954.57201005,0.0,441.02881725,1.36534135,26.6622,109.30554697,0.38221105,0.0,70.0,293.06519282,6.92038411,0.0
1240,SANO0004,SAN ANTONIO-4,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA,-77.043147,0.538544,670099.564116,551077.213828,544.6776,27.10857143,,,96.35129337,25.09721,, ,96.35129337,,Liquid,977.66907575,0.04876856,293.53946955,0.95651394,25.09721,111.40969215,0.38923689,0.63526271,70.0,293.06519282,6.68224593,0.00154559
1241,CAIM0008,CAIMAN-8,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.465408,0.541761,734483.821738,551404.954959,885.0,,,,96.30534552,26.58478,, ,96.30534552,,Subcooled liquid,994.3374365,0.0,256.05201718,0.77799551,26.58478,104.82922231,0.36722497,0.0,70.0,293.06519282,6.67794981,0.0
1242,MAND0003,MANDUR-3,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.148928,0.765797,769751.13744,576181.177022,857.0,,,,95.52105833,26.58478,, ,95.52105833,,Subcooled liquid,985.0679712,0.0,294.18455395,0.91740776,26.58478,104.82922231,0.36722497,0.0,70.0,293.06519282,6.60461895,0.0
1243,ORIT0001S,ORITO SUR-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.894417,0.568547,686678.866207,554390.960674,1341.86356,,,,93.77111804,25.86588,, ,93.77111804,,Liquid,951.93598433,0.0,455.91117185,1.40445356,25.86588,110.43855903,0.3859957,0.0,70.0,293.06519282,6.44099954,0.0
1244,GAVL0001,GAVILAN WEST-1,TAPONADO Y ABANDONADO,NARINO,CAGUÁN PUTUMAYO,,-77.288645,0.433911,4522536.7683,1606126.1119,2055.0,,,,93.333333,25.074276,, ,93.333333,,Liquid,950.83253099,0.0,462.05594828,1.42049627,25.074276,110.78539438,0.38715356,0.0,70.0,293.06519282,6.40006664,0.0
1245,MANR0001,MANDARINA-1,TAPONADO Y ABANDONADO,CAQUETA,CAGUÁN PUTUMAYO,,-75.894102,1.384766,798173.857144,644645.782758,1031.0,,,,92.87721915,26.48524,, ,92.87721915,,Liquid,968.98041335,0.0,353.48539129,1.12753827,26.48524,111.82588654,0.39062518,0.0,70.0,293.06519282,6.35741999,0.0
1246,ACAE0001,ACAE-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.564731,0.606276,723420.331087,558549.884585,903.0,,,,92.80165123,26.56819,, ,92.80165123,,Liquid,950.24991384,0.0,465.28092724,1.4288914,26.56819,110.99349447,0.38784812,0.0,70.0,293.06519282,6.35035439,0.0
1247,ORIT0002,ORITO-2,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-76.886856,0.680917,687528.223913,566830.88891,329.0,169.41419355,,,90.35659685,26.23639,, ,90.35659685,,Liquid,957.37643912,0.29845163,424.86004978,1.32242868,26.23639,110.16108905,0.38506917,10.20910071,70.0,293.06519282,6.12174181,2.40794978
1248,CTAY0041,COSTAYACO-41,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA T,-76.864786,0.977536,719314.458,599963.418,1220.0,1617.32,3400,193,,,,"234,42132407",89.44444444,,Liquid,974.95407295,2.90149309,313.05135986,1.01295406,25.0,112.35768577,0.39239843,45.75101928,70.0,293.06519282,6.03645556,3.50052401
1249,GAVI0001A,GAVILAN-1A,TAPONADO Y ABANDONADO,NARINO,CAGUÁN PUTUMAYO,,-77.203263,0.487266,4532063.2884,1612031.6839,1985.0,,,,88.73011878,24.58292,, ,88.73011878,,Liquid,987.7737326,0.0,211.3928622,0.71015007,24.58292,111.57154592,0.38977684,0.0,70.0,293.06519282,5.96966611,0.0
1250,MAND0005,MANDUR-5,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.094675,0.873544,775800.087977,588099.931038,934.0,,,,86.19385432,26.76174,, ,86.19385432,,Subcooled liquid,983.82240707,0.0,351.0024976,1.04507401,26.76174,104.82922231,0.36722497,0.0,70.0,293.06519282,5.73252538,0.0
1251,PLTL0002ST1,PLATANILLO-2 ST 1,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.2885,0.469745,1087831.75,543714.1875,780.5,2340.11,"3512,5",187,,,,"242,177912",86.11111111,,Subcooled liquid,979.61346671,4.21825126,377.53884846,1.12125989,25.0,104.82922231,0.36722497,202.50650932,70.0,293.06519282,5.72478889,20.39920345
1252,CAIM0004,CAIMAN-4,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-75.994039,0.757739,787002.526208,575281.610996,823.0,,,,85.94120844,26.67326,, ,85.94120844,,Liquid,953.47933043,0.0,447.23347495,1.38169235,26.67326,111.38657015,0.38915975,0.0,70.0,293.06519282,5.70890299,0.0
1253,PLTL0020,PLATANILLO-20,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.291485,0.452325,1087499.68,541787.83,786.0,1517.85,"3871,42","185,8",,,,"266,92453012",85.44444444,,Liquid,953.11697593,2.6620517,449.27978725,1.38707093,25.0,111.17847163,0.38846541,107.85800275,70.0,293.06519282,5.66245556,23.54739652
1254,PLTL0011,PLATANILLO-11,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.291292,0.452064,1087521.20004,541758.909989,782.5,3125.29,3725,"185,6",,,,"256,82924475",85.33333333,,Subcooled liquid,980.00879234,5.63587977,355.87760501,1.07545035,25.0,104.82922231,0.36722497,225.41950812,70.0,293.06519282,5.65206667,20.00849704
1255,ALEA0001RST1,ALEA-1R ST1,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.59578,0.469847,1087835.21,543725.5,780.5,3875.98,3300,185,,,,"227,52657924",85.0,,Liquid,961.51755268,6.85772664,400.28411592,1.25634592,25.0,111.45593614,0.38939117,208.99377021,70.0,293.06519282,5.6209,41.32924478
1256,PLTL0008,PLATANILLO-8,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.291538,0.452412,1087493.8,541797.42,,1856.31,"3957,14",184,,,,"272,83470539",84.44444444,,Subcooled liquid,980.50034155,3.34918918,359.7355963,1.08071095,25.0,108.68122311,0.38012412,141.60204398,70.0,293.06519282,5.56895556,12.43502075
1257,MAND0001,MANDUR-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.043939,0.857844,781450.066253,586359.875182,660.0,,,,84.39812001,26.67326,, ,84.39812001,,Liquid,950.00631711,0.0,466.625406,1.43238631,26.67326,109.9298629,0.3842969,0.0,70.0,293.06519282,5.56462422,0.0
1258,SUCI0001,SUCIO-1,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-77.029814,0.622419,671590.6504,560363.398698,697.6872,698.99064516,,,84.09255288,24.25112,, ,84.09255288,,Subcooled liquid,978.49929955,1.25855821,379.61613068,1.13121819,24.25112,104.82922231,0.36722497,60.01946691,70.0,293.06519282,5.53605369,6.03038972
1259,MAND0004,MANDUR-4,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-75.993437,0.765729,787069.900552,576165.543454,791.0,,,,83.73454123,26.73962,, ,83.73454123,,Liquid,956.60066804,0.0,429.36901443,1.33444012,26.73962,111.3403261,0.38900546,0.0,70.0,293.06519282,5.5025796,0.0
1260,CTYC0001,COSTAYACO-1,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-76.59578,0.988002,719986.599639,600802.097622,377.0376,2661.50693548,,,81.85752844,26.314812,, ,81.85752844,,Subcooled liquid,989.46346705,4.84583689,282.1600757,0.865948,26.314812,104.82922231,0.36722497,135.95316162,70.0,293.06519282,5.32707891,0.0
1261,CTYC0001,COSTAYACO-1,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA ARENA T,-76.59578,0.988002,719986.599639,600802.097622,377.0376,5923.99951613,,,81.85752844,26.314812,, ,81.85752844,,Subcooled liquid,980.84763004,10.69197628,375.11259692,1.10992292,26.314812,104.82922231,0.36722497,513.0317786,70.0,293.06519282,5.32707891,46.73174107
1262,JUAN0002,JUANAMBU-2,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.544512,0.988427,725334.625,601157.625,1260.0,535.07,3250,179,94.73505186,25.92118,,"224,07920683",81.66666667,,Subcooled liquid,987.04514941,0.97182719,313.64446637,0.9487329,25.92118,104.82922231,0.36722497,34.00443393,70.0,293.06519282,5.30923333,1.06181999
1263,ALEA0001OST1,ALEA_OESTE ST-1,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.59578,0.469842,1087855.0,543725.0,782.3,2075.13,"2966,66",178,,,,"204,54363684",81.11111111,,Liquid,991.2682636,3.78510504,177.23271416,0.60325899,25.0,109.26932796,0.38209001,7.77849799,70.0,293.06519282,5.25728889,0.0
1264,ORIT0008,ORITO-8,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-76.8829,0.667581,687968.22662,565354.208012,345.0,622.56709677,,,79.98568575,26.21427,, ,79.98568575,,Liquid,952.69346826,1.09139203,451.66446001,1.39333013,26.21427,111.38657015,0.38915975,43.45462537,70.0,293.06519282,5.15206162,8.91790829
1265,PLTL0003,PLATANILLO-3,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.289865,0.44134,753667.1875,540605.0625,786.0,2355.2,3900,"175,81",,,,"268,89504819",79.89444444,,Liquid,959.13698423,4.15671124,414.51918234,1.29475032,25.0,111.77964288,0.39047095,138.27003742,70.0,293.06519282,5.14353056,25.96707097
1266,ALEA0001NO,ALEA_NOROESTE-1,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA N,-76.380567,0.46984,1087865.05,543724.69,782.3,1079.92,"3514,28","175,42",,,,"242,30063845",79.67777778,,Subcooled liquid,982.48475066,1.95235518,352.93122271,1.05623288,25.0,104.82922231,0.36722497,83.51715384,70.0,293.06519282,5.12327222,5.98806793
1267,PLTL0018,PLATANILLO-18,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA N,-76.290141,0.441711,1087649.41995,540614.080012,777.0,2001.48,3800,"173,9",,,,"262,00030337",78.83333333,,Liquid,972.8589155,3.58296481,327.59023728,1.05451837,25.0,107.71003654,0.37687567,64.28797937,70.0,293.06519282,5.04431667,6.23992159
1268,ORIT0035,ORITO-35,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,CABALLOS,-76.896814,0.706092,686420.020419,569618.665416,420.9288,1329.13612903,,,78.23186326,25.68892,, ,78.23186326,,Liquid,973.7496614,2.3815418,321.46026923,1.03704424,25.68892,111.31720407,0.38892831,39.43361703,70.0,293.06519282,4.98807922,3.37314175
1269,ORIT0044,ORITO-44,PRODUCTOR,PUTUMAYO,CAGUÁN PUTUMAYO,VILLETA,-76.864786,0.694464,689988.733859,568329.233616,420.624,16.96548387,,,76.7900427,25.82164,, ,76.7900427,,Liquid,954.98896685,0.02981302,438.64745807,1.35904876,25.82164,111.96461728,0.39108784,1.11605569,70.0,293.06519282,4.85326899,0.21064389
1270,PAMR0001,PALMERA-1,TAPONADO Y ABANDONADO,CAUCA,CAGUÁN PUTUMAYO,,-76.286358,1.117847,754467.144144,615146.051669,907.0,,,,76.77111858,26.5516,, ,76.77111858,,Liquid,970.6013535,0.0,342.81239425,1.09759689,26.5516,110.32713637,0.38562366,0.0,70.0,293.06519282,4.85149959,0.0
1271,RSEV0001,RIO SEVILLA-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-75.940228,0.715533,792993.785474,570609.614418,773.0,,,,74.76670405,26.80045,, ,74.76670405,,Liquid,948.63211115,0.0,474.16769983,1.45193805,26.80045,110.41543659,0.38591849,0.0,70.0,293.06519282,4.66408683,0.0
1272,PLTL0026,PLATANILLO-26,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.288088,0.497274,1087877.30999,546758.520013,794.649,889.16,2800,"165,8",,,,"193,05285511",74.33333333,,Liquid,949.28544542,1.55316704,470.59078214,1.44267709,25.0,110.99349447,0.38784812,70.29362764,70.0,293.06519282,4.62356667,12.74841674
1273,PLTL0024,PLATANILLO-24,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U,-76.28799,0.497381,1087888.28,546770.32,851.0,2783.46,3100,"165,71",,,,"213,73708959",74.28333333,,Liquid,957.27153401,4.90299618,425.4714533,1.32405942,25.0,110.20733415,0.3852236,174.01245773,70.0,293.06519282,4.61889167,29.98526221
1274,ORIT0044,ORITO-44,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.864786,0.694464,689988.733859,568329.233616,1380.0,,,,73.333333,26.09688,, ,73.333333,,Liquid,948.09441905,0.0,477.09960763,1.45951372,26.09688,110.60041582,0.38653607,0.0,70.0,293.06519282,4.53006664,0.0
1275,PTOA0001,PUERTO ASIS-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.538372,0.289844,726345.570141,523526.567597,923.0,,,,72.222222,26.793348,, ,72.222222,,Liquid,969.17705083,0.0,352.20141271,1.12394763,26.793348,101.6974573,0.35670823,0.0,70.0,293.06519282,4.42617776,0.0
1276,JUAB0001,JUANAMBU-1,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,CABALLOS,-76.8829,0.987857,725347.5,601094.5,1260.0,152.07,3250,159,,,,"224,07920683",70.55555556,,Subcooled liquid,983.47350446,0.2751995,355.94793582,1.05711469,25.0,104.82922231,0.36722497,12.53026694,70.0,293.06519282,4.27034444,0.73899588
1277,ESTL0001,ESTRELLA-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.125106,0.765639,772404.592669,576162.388455,866.0,,,,70.11315583,26.57372,, ,70.11315583,,Liquid,989.0214502,0.0,199.6943654,0.67385155,26.57372,96.28535283,0.33847129,0.0,70.0,293.06519282,4.22898007,0.0
1278,RIOP0002,RIO PESCADO-2,TAPONADO Y ABANDONADO,CAQUETA,CAGUÁN PUTUMAYO,,-75.810064,1.273708,807522.52697,632352.894195,846.0,,,,69.60294205,26.64561,, ,69.60294205,,Liquid,946.64470076,0.0,484.9523302,1.47973666,26.64561,111.08598313,0.38815678,0.0,70.0,293.06519282,4.18127508,0.0
1279,PLTL0001C,PLATANILLO_CENTRAL-01,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA U INFERIOR,-76.288187,0.497485,1087866.36,546781.84,794.8,446.56,2000,"153,62",,,,"137,89489651",67.56666667,,Liquid,970.6013535,0.79755775,342.81239425,1.09759689,25.0,110.32713637,0.38562366,16.20416772,70.0,293.06519282,3.99088333,1.58343348
1280,QUIN0004,QUINDE-4,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA N,-76.58027,0.417207,721311.934,537944.214,,0.26,"2774,22","146,5",,,,"191,2753899",63.61111111,,Liquid,952.42918137,0.00045567,453.14882016,1.39722149,25.0,110.7622721,0.38707638,0.01884789,70.0,293.06519282,3.62103889,0.00264136
1281,TAMB0001,TAMBOR-1,TAPONADO Y ABANDONADO,CAUCA,CAGUÁN PUTUMAYO,,-76.295142,1.088367,753486.366597,611884.505185,935.0,,,,62.14049679,26.45759,, ,62.14049679,,Liquid,951.50663085,0.0,458.30789484,1.41071823,26.45759,110.94725008,0.38769378,0.0,70.0,293.06519282,3.48353645,0.0
1282,ROSE0001ST1,ROSE-1-ST1,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA N,-76.568109,0.53496,722671.63,550976.62,868.58,1.07,"2974,93","143,5",,,,"205,11383224",61.94444444,,Liquid,971.77512817,0.00191333,334.95225638,1.07540834,25.0,109.90674023,0.38421967,0.03648977,70.0,293.06519282,3.46520556,0.00277715
1283,QUIN0006,QUINDE-6,PRODUCTOR,PUTUMAYO,CAGUAN-PUTUMAYO,VILLETA ARENA N,-76.58027,0.417077,1055351.53999,537887.299962,863.91,0.25,3800,"142,8",,,,"262,00030337",61.55555556,,Liquid,967.81562159,0.00044522,361.03266229,1.14858199,25.0,112.19583439,0.39185883,0.01038845,70.0,293.06519282,3.42884444,0.00103758
1284,PLTL0001,PLATANILLO-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.301907,0.490419,752697.494984,545716.584018,783.0,,,,59.62693846,26.75621,, ,59.62693846,,Liquid,963.03156688,0.0,391.06950549,1.23129628,26.75621,105.13982668,0.36826656,0.0,70.0,293.06519282,3.24851875,0.0
1285,CONF0001,CONFIANZA-01,PRODUCTOR,ARAUCA,CAGUAN-PUTUMAYO,VILLETA ARENA N,-76.898408,0.419843,718022.15,538237.07,862.6,0.246,"3235,2666667",134,,,,"223,06338109",56.66666667,,Liquid,973.73819151,0.00044078,321.53967349,1.03727106,25.0,108.26500272,0.37873225,0.00750648,70.0,293.06519282,2.97173333,0.00037298
1286,UNIC0001,UNICORNIO-1,TAPONADO Y ABANDONADO,PUTUMAYO,CAGUÁN PUTUMAYO,,-76.845564,0.8534,692142.471246,585923.05329,1870.0,,,,56.373651,24.92025,, ,56.373651,,Liquid,966.14391132,0.0,371.6973624,1.17813812,24.92025,103.08505176,0.36137116,0.0,70.0,293.06519282,2.94433637,0.0
1287,PAYA0001,PAYARA-1,TAPONADO Y ABANDONADO,META,CAGUÁN PUTUMAYO,,-74.559958,2.125347,946707.083716,726467.811684,1350.0,,,,51.25722841,25.99307,, ,51.25722841,,Liquid,976.45281608,0.0,302.38081075,0.98218305,25.99307,112.32799145,0.39229943,0.0,70.0,293.06519282,2.46595086,0.0
